log,epoch,split,loss,f1,auroc
PTB-XL-Baseline-s42.log,1,train,0.89801,,
PTB-XL-Baseline-s42.log,1,val,0.8316,0.58731,0.88282
PTB-XL-Baseline-s42.log,1,test,0.85581,0.57794,0.87639
PTB-XL-Baseline-s42.log,2,train,0.75533,,
PTB-XL-Baseline-s42.log,2,val,0.78728,0.59994,0.89139
PTB-XL-Baseline-s42.log,2,test,0.81352,0.58528,0.88549
PTB-XL-Baseline-s42.log,3,train,0.70251,,
PTB-XL-Baseline-s42.log,3,val,0.77558,0.61656,0.89473
PTB-XL-Baseline-s42.log,3,test,0.80149,0.60337,0.88938
PTB-XL-Baseline-s42.log,4,train,0.6584,,
PTB-XL-Baseline-s42.log,4,val,0.76854,0.62473,0.89719
PTB-XL-Baseline-s42.log,4,test,0.79508,0.61123,0.89178
PTB-XL-Baseline-s42.log,5,train,0.61606,,
PTB-XL-Baseline-s42.log,5,val,0.76243,0.62681,0.89917
PTB-XL-Baseline-s42.log,5,test,0.78971,0.61505,0.89355
PTB-XL-Baseline-s42.log,6,train,0.56944,,
PTB-XL-Baseline-s42.log,6,val,0.76376,0.63013,0.90072
PTB-XL-Baseline-s42.log,6,test,0.7938,0.61525,0.89478
PTB-XL-Baseline-s42.log,7,train,0.52214,,
PTB-XL-Baseline-s42.log,7,val,0.76603,0.63469,0.90193
PTB-XL-Baseline-s42.log,7,test,0.79777,0.61726,0.89579
PTB-XL-Baseline-s42.log,8,train,0.47161,,
PTB-XL-Baseline-s42.log,8,val,0.77442,0.636,0.90241
PTB-XL-Baseline-s42.log,8,test,0.80829,0.61824,0.89625
PTB-XL-Baseline-s42.log,9,train,0.42207,,
PTB-XL-Baseline-s42.log,9,val,0.78392,0.63745,0.90286
PTB-XL-Baseline-s42.log,9,test,0.82085,0.61929,0.89645
PTB-XL-Baseline-s42.log,10,train,0.37399,,
PTB-XL-Baseline-s42.log,10,val,0.79737,0.63866,0.90298
PTB-XL-Baseline-s42.log,10,test,0.8367,0.61859,0.89637
PTB-XL-Baseline-s42.log,11,train,0.32911,,
PTB-XL-Baseline-s42.log,11,val,0.81481,0.63826,0.90299
PTB-XL-Baseline-s42.log,11,test,0.8573,0.61932,0.89605
PTB-XL-Baseline-s42.log,12,train,0.28788,,
PTB-XL-Baseline-s42.log,12,val,0.83309,0.63899,0.90299
PTB-XL-Baseline-s42.log,12,test,0.87882,0.61707,0.89574
PTB-XL-Baseline-s42.log,13,train,0.25212,,
PTB-XL-Baseline-s42.log,13,val,0.85415,0.63915,0.90291
PTB-XL-Baseline-s42.log,13,test,0.90336,0.61751,0.89539
PTB-XL-Baseline-s42.log,14,train,0.22207,,
PTB-XL-Baseline-s42.log,14,val,0.87423,0.64081,0.90273
PTB-XL-Baseline-s42.log,14,test,0.92666,0.61749,0.89488
PTB-XL-Baseline-s42.log,15,train,0.19876,,
PTB-XL-Baseline-s42.log,15,val,0.89488,0.64092,0.90241
PTB-XL-Baseline-s42.log,15,test,0.95099,0.61795,0.89424
PTB-XL-Baseline-s42.log,16,train,0.174,,
PTB-XL-Baseline-s42.log,16,val,0.91728,0.64163,0.90219
PTB-XL-Baseline-s42.log,16,test,0.9772,0.61896,0.89383
PTB-XL-Baseline-s42.log,17,train,0.1583,,
PTB-XL-Baseline-s42.log,17,val,0.93922,0.64117,0.90191
PTB-XL-Baseline-s42.log,17,test,1.00212,0.61784,0.89331
PTB-XL-Baseline-s42.log,18,train,0.14256,,
PTB-XL-Baseline-s42.log,18,val,0.96204,0.64138,0.90164
PTB-XL-Baseline-s42.log,18,test,1.028,0.61883,0.89285
PTB-XL-Baseline-s42.log,19,train,0.13126,,
PTB-XL-Baseline-s42.log,19,val,0.98552,0.64098,0.90137
PTB-XL-Baseline-s42.log,19,test,1.0545,0.61887,0.8924
PTB-XL-Baseline-s42.log,20,train,0.12133,,
PTB-XL-Baseline-s42.log,20,val,1.01064,0.63977,0.90101
PTB-XL-Baseline-s42.log,20,test,1.08232,0.61774,0.89194
PTB-XL-Baseline-s42.log,21,train,0.11229,,
PTB-XL-Baseline-s42.log,21,val,1.03347,0.63895,0.90086
PTB-XL-Baseline-s42.log,21,test,1.10826,0.61761,0.89162
PTB-XL-Baseline-s42.log,22,train,0.10518,,
PTB-XL-Baseline-s42.log,22,val,1.05789,0.63944,0.9005
PTB-XL-Baseline-s42.log,22,test,1.13583,0.61807,0.8911
PTB-XL-Baseline-s42.log,23,train,0.09786,,
PTB-XL-Baseline-s42.log,23,val,1.08037,0.63878,0.90026
PTB-XL-Baseline-s42.log,23,test,1.16089,0.61774,0.89073
PTB-XL-Baseline-s42.log,24,train,0.09419,,
PTB-XL-Baseline-s42.log,24,val,1.10308,0.63836,0.89998
PTB-XL-Baseline-s42.log,24,test,1.18612,0.61754,0.89035
PTB-XL-Baseline-s42.log,25,train,0.08657,,
PTB-XL-Baseline-s42.log,25,val,1.12638,0.63828,0.89972
PTB-XL-Baseline-s42.log,25,test,1.21219,0.61815,0.88999
PTB-XL-Baseline-s42.log,26,train,0.08041,,
PTB-XL-Baseline-s42.log,26,val,1.14956,0.63759,0.89942
PTB-XL-Baseline-s42.log,26,test,1.23793,0.61856,0.88959
PTB-XL-Baseline-s42.log,26,val,0.91738,0.64163,0.90219
PTB-XL-Baseline-s42.log,26,test,0.97721,0.61896,0.89383
PTB-XL-Baseline-s42.log,1,train,0.89957,,
PTB-XL-Baseline-s42.log,1,val,0.79241,0.55728,0.88659
PTB-XL-Baseline-s42.log,1,test,0.81933,0.54445,0.87871
PTB-XL-Baseline-s42.log,2,train,0.76147,,
PTB-XL-Baseline-s42.log,2,val,0.7721,0.58735,0.89309
PTB-XL-Baseline-s42.log,2,test,0.80089,0.57183,0.8847
PTB-XL-Baseline-s42.log,3,train,0.70637,,
PTB-XL-Baseline-s42.log,3,val,0.75832,0.59907,0.89731
PTB-XL-Baseline-s42.log,3,test,0.78993,0.58416,0.8885
PTB-XL-Baseline-s42.log,4,train,0.6646,,
PTB-XL-Baseline-s42.log,4,val,0.75169,0.61174,0.89975
PTB-XL-Baseline-s42.log,4,test,0.78341,0.59929,0.89104
PTB-XL-Baseline-s42.log,5,train,0.62224,,
PTB-XL-Baseline-s42.log,5,val,0.75373,0.61408,0.90143
PTB-XL-Baseline-s42.log,5,test,0.788,0.6009,0.89243
PTB-XL-Baseline-s42.log,6,train,0.58024,,
PTB-XL-Baseline-s42.log,6,val,0.75634,0.61847,0.90275
PTB-XL-Baseline-s42.log,6,test,0.79163,0.60682,0.89372
PTB-XL-Baseline-s42.log,7,train,0.53257,,
PTB-XL-Baseline-s42.log,7,val,0.76203,0.62029,0.9034
PTB-XL-Baseline-s42.log,7,test,0.79837,0.60845,0.89451
PTB-XL-Baseline-s42.log,8,train,0.48865,,
PTB-XL-Baseline-s42.log,8,val,0.7682,0.62303,0.90391
PTB-XL-Baseline-s42.log,8,test,0.80601,0.61274,0.89502
PTB-XL-Baseline-s42.log,9,train,0.44186,,
PTB-XL-Baseline-s42.log,9,val,0.77795,0.62525,0.90414
PTB-XL-Baseline-s42.log,9,test,0.81798,0.61427,0.89531
PTB-XL-Baseline-s42.log,10,train,0.39905,,
PTB-XL-Baseline-s42.log,10,val,0.78912,0.62512,0.90423
PTB-XL-Baseline-s42.log,10,test,0.83091,0.61493,0.89541
PTB-XL-Baseline-s42.log,11,train,0.35264,,
PTB-XL-Baseline-s42.log,11,val,0.80075,0.62672,0.90432
PTB-XL-Baseline-s42.log,11,test,0.84536,0.61603,0.89532
PTB-XL-Baseline-s42.log,12,train,0.31562,,
PTB-XL-Baseline-s42.log,12,val,0.81752,0.62705,0.90414
PTB-XL-Baseline-s42.log,12,test,0.86424,0.61631,0.8952
PTB-XL-Baseline-s42.log,13,train,0.27967,,
PTB-XL-Baseline-s42.log,13,val,0.83591,0.62882,0.90394
PTB-XL-Baseline-s42.log,13,test,0.88532,0.61604,0.89482
PTB-XL-Baseline-s42.log,14,train,0.245,,
PTB-XL-Baseline-s42.log,14,val,0.85771,0.62919,0.90356
PTB-XL-Baseline-s42.log,14,test,0.90945,0.616,0.89436
PTB-XL-Baseline-s42.log,15,train,0.22355,,
PTB-XL-Baseline-s42.log,15,val,0.87624,0.63029,0.90322
PTB-XL-Baseline-s42.log,15,test,0.92979,0.61667,0.89398
PTB-XL-Baseline-s42.log,16,train,0.19861,,
PTB-XL-Baseline-s42.log,16,val,0.8968,0.63014,0.9029
PTB-XL-Baseline-s42.log,16,test,0.95274,0.61738,0.8936
PTB-XL-Baseline-s42.log,17,train,0.18055,,
PTB-XL-Baseline-s42.log,17,val,0.91712,0.63168,0.90251
PTB-XL-Baseline-s42.log,17,test,0.97434,0.61691,0.89322
PTB-XL-Baseline-s42.log,18,train,0.16414,,
PTB-XL-Baseline-s42.log,18,val,0.94129,0.63084,0.90202
PTB-XL-Baseline-s42.log,18,test,1.00018,0.61551,0.89275
PTB-XL-Baseline-s42.log,19,train,0.15061,,
PTB-XL-Baseline-s42.log,19,val,0.96346,0.63096,0.90159
PTB-XL-Baseline-s42.log,19,test,1.02384,0.61556,0.89238
PTB-XL-Baseline-s42.log,20,train,0.1351,,
PTB-XL-Baseline-s42.log,20,val,0.98748,0.63036,0.90107
PTB-XL-Baseline-s42.log,20,test,1.04951,0.61456,0.8919
PTB-XL-Baseline-s42.log,21,train,0.12743,,
PTB-XL-Baseline-s42.log,21,val,1.01233,0.62995,0.90073
PTB-XL-Baseline-s42.log,21,test,1.07713,0.61425,0.89149
PTB-XL-Baseline-s42.log,22,train,0.12012,,
PTB-XL-Baseline-s42.log,22,val,1.03486,0.62878,0.90032
PTB-XL-Baseline-s42.log,22,test,1.10152,0.61382,0.89104
PTB-XL-Baseline-s42.log,23,train,0.11118,,
PTB-XL-Baseline-s42.log,23,val,1.05905,0.62874,0.90001
PTB-XL-Baseline-s42.log,23,test,1.12848,0.61424,0.89067
PTB-XL-Baseline-s42.log,24,train,0.10691,,
PTB-XL-Baseline-s42.log,24,val,1.0813,0.62798,0.89978
PTB-XL-Baseline-s42.log,24,test,1.15316,0.61421,0.89028
PTB-XL-Baseline-s42.log,25,train,0.09962,,
PTB-XL-Baseline-s42.log,25,val,1.10371,0.62819,0.89956
PTB-XL-Baseline-s42.log,25,test,1.17766,0.61391,0.88998
PTB-XL-Baseline-s42.log,26,train,0.0939,,
PTB-XL-Baseline-s42.log,26,val,1.12451,0.62799,0.89935
PTB-XL-Baseline-s42.log,26,test,1.20105,0.61232,0.88964
PTB-XL-Baseline-s42.log,27,train,0.09046,,
PTB-XL-Baseline-s42.log,27,val,1.1467,0.62826,0.89903
PTB-XL-Baseline-s42.log,27,test,1.22572,0.61228,0.88921
PTB-XL-Baseline-s42.log,27,val,0.91706,0.63168,0.90251
PTB-XL-Baseline-s42.log,27,test,0.9743,0.61691,0.89322
PTB-XL-Baseline-s43.log,1,train,0.89801,,
PTB-XL-Baseline-s43.log,1,val,0.8316,0.58731,0.88282
PTB-XL-Baseline-s43.log,1,test,0.85581,0.57794,0.87639
PTB-XL-Baseline-s43.log,2,train,0.75533,,
PTB-XL-Baseline-s43.log,2,val,0.78728,0.59994,0.89139
PTB-XL-Baseline-s43.log,2,test,0.81352,0.58528,0.88549
PTB-XL-Baseline-s43.log,3,train,0.70251,,
PTB-XL-Baseline-s43.log,3,val,0.77558,0.61656,0.89473
PTB-XL-Baseline-s43.log,3,test,0.80149,0.60337,0.88938
PTB-XL-Baseline-s43.log,4,train,0.6584,,
PTB-XL-Baseline-s43.log,4,val,0.76854,0.62473,0.89719
PTB-XL-Baseline-s43.log,4,test,0.79508,0.61123,0.89178
PTB-XL-Baseline-s43.log,5,train,0.61606,,
PTB-XL-Baseline-s43.log,5,val,0.76243,0.62681,0.89917
PTB-XL-Baseline-s43.log,5,test,0.78971,0.61505,0.89355
PTB-XL-Baseline-s43.log,6,train,0.56944,,
PTB-XL-Baseline-s43.log,6,val,0.76376,0.63013,0.90072
PTB-XL-Baseline-s43.log,6,test,0.7938,0.61525,0.89478
PTB-XL-Baseline-s43.log,7,train,0.52214,,
PTB-XL-Baseline-s43.log,7,val,0.76603,0.63469,0.90193
PTB-XL-Baseline-s43.log,7,test,0.79777,0.61726,0.89579
PTB-XL-Baseline-s43.log,8,train,0.47161,,
PTB-XL-Baseline-s43.log,8,val,0.77442,0.636,0.90241
PTB-XL-Baseline-s43.log,8,test,0.80829,0.61824,0.89625
PTB-XL-Baseline-s43.log,9,train,0.42207,,
PTB-XL-Baseline-s43.log,9,val,0.78392,0.63745,0.90286
PTB-XL-Baseline-s43.log,9,test,0.82085,0.61929,0.89645
PTB-XL-Baseline-s43.log,10,train,0.37399,,
PTB-XL-Baseline-s43.log,10,val,0.79737,0.63866,0.90298
PTB-XL-Baseline-s43.log,10,test,0.8367,0.61859,0.89637
PTB-XL-Baseline-s43.log,11,train,0.32911,,
PTB-XL-Baseline-s43.log,11,val,0.81481,0.63826,0.90299
PTB-XL-Baseline-s43.log,11,test,0.8573,0.61932,0.89605
PTB-XL-Baseline-s43.log,12,train,0.28788,,
PTB-XL-Baseline-s43.log,12,val,0.83309,0.63899,0.90299
PTB-XL-Baseline-s43.log,12,test,0.87882,0.61707,0.89574
PTB-XL-Baseline-s43.log,13,train,0.25212,,
PTB-XL-Baseline-s43.log,13,val,0.85415,0.63915,0.90291
PTB-XL-Baseline-s43.log,13,test,0.90336,0.61751,0.89539
PTB-XL-Baseline-s43.log,14,train,0.22207,,
PTB-XL-Baseline-s43.log,14,val,0.87423,0.64081,0.90273
PTB-XL-Baseline-s43.log,14,test,0.92666,0.61749,0.89488
PTB-XL-Baseline-s43.log,15,train,0.19876,,
PTB-XL-Baseline-s43.log,15,val,0.89488,0.64092,0.90241
PTB-XL-Baseline-s43.log,15,test,0.95099,0.61795,0.89424
PTB-XL-Baseline-s43.log,16,train,0.174,,
PTB-XL-Baseline-s43.log,16,val,0.91728,0.64163,0.90219
PTB-XL-Baseline-s43.log,16,test,0.9772,0.61896,0.89383
PTB-XL-Baseline-s43.log,17,train,0.1583,,
PTB-XL-Baseline-s43.log,17,val,0.93922,0.64117,0.90191
PTB-XL-Baseline-s43.log,17,test,1.00212,0.61784,0.89331
PTB-XL-Baseline-s43.log,18,train,0.14256,,
PTB-XL-Baseline-s43.log,18,val,0.96204,0.64138,0.90164
PTB-XL-Baseline-s43.log,18,test,1.028,0.61883,0.89285
PTB-XL-Baseline-s43.log,19,train,0.13126,,
PTB-XL-Baseline-s43.log,19,val,0.98552,0.64098,0.90137
PTB-XL-Baseline-s43.log,19,test,1.0545,0.61887,0.8924
PTB-XL-Baseline-s43.log,20,train,0.12133,,
PTB-XL-Baseline-s43.log,20,val,1.01064,0.63977,0.90101
PTB-XL-Baseline-s43.log,20,test,1.08232,0.61774,0.89194
PTB-XL-Baseline-s43.log,21,train,0.11229,,
PTB-XL-Baseline-s43.log,21,val,1.03347,0.63895,0.90086
PTB-XL-Baseline-s43.log,21,test,1.10826,0.61761,0.89162
PTB-XL-Baseline-s43.log,22,train,0.10518,,
PTB-XL-Baseline-s43.log,22,val,1.05789,0.63944,0.9005
PTB-XL-Baseline-s43.log,22,test,1.13583,0.61807,0.8911
PTB-XL-Baseline-s43.log,23,train,0.09786,,
PTB-XL-Baseline-s43.log,23,val,1.08037,0.63878,0.90026
PTB-XL-Baseline-s43.log,23,test,1.16089,0.61774,0.89073
PTB-XL-Baseline-s43.log,24,train,0.09419,,
PTB-XL-Baseline-s43.log,24,val,1.10308,0.63836,0.89998
PTB-XL-Baseline-s43.log,24,test,1.18612,0.61754,0.89035
PTB-XL-Baseline-s43.log,25,train,0.08657,,
PTB-XL-Baseline-s43.log,25,val,1.12638,0.63828,0.89972
PTB-XL-Baseline-s43.log,25,test,1.21219,0.61815,0.88999
PTB-XL-Baseline-s43.log,26,train,0.08041,,
PTB-XL-Baseline-s43.log,26,val,1.14956,0.63759,0.89942
PTB-XL-Baseline-s43.log,26,test,1.23793,0.61856,0.88959
PTB-XL-Baseline-s43.log,26,val,0.91738,0.64163,0.90219
PTB-XL-Baseline-s43.log,26,test,0.97721,0.61896,0.89383
PTB-XL-Baseline-s43.log,1,train,0.89957,,
PTB-XL-Baseline-s43.log,1,val,0.79241,0.55728,0.88659
PTB-XL-Baseline-s43.log,1,test,0.81933,0.54445,0.87871
PTB-XL-Baseline-s43.log,2,train,0.76147,,
PTB-XL-Baseline-s43.log,2,val,0.7721,0.58735,0.89309
PTB-XL-Baseline-s43.log,2,test,0.80089,0.57183,0.8847
PTB-XL-Baseline-s43.log,3,train,0.70637,,
PTB-XL-Baseline-s43.log,3,val,0.75832,0.59907,0.89731
PTB-XL-Baseline-s43.log,3,test,0.78993,0.58416,0.8885
PTB-XL-Baseline-s43.log,4,train,0.6646,,
PTB-XL-Baseline-s43.log,4,val,0.75169,0.61174,0.89975
PTB-XL-Baseline-s43.log,4,test,0.78341,0.59929,0.89104
PTB-XL-Baseline-s43.log,5,train,0.62224,,
PTB-XL-Baseline-s43.log,5,val,0.75373,0.61408,0.90143
PTB-XL-Baseline-s43.log,5,test,0.788,0.6009,0.89243
PTB-XL-Baseline-s43.log,6,train,0.58024,,
PTB-XL-Baseline-s43.log,6,val,0.75634,0.61847,0.90275
PTB-XL-Baseline-s43.log,6,test,0.79163,0.60682,0.89372
PTB-XL-Baseline-s43.log,7,train,0.53257,,
PTB-XL-Baseline-s43.log,7,val,0.76203,0.62029,0.9034
PTB-XL-Baseline-s43.log,7,test,0.79837,0.60845,0.89451
PTB-XL-Baseline-s43.log,8,train,0.48865,,
PTB-XL-Baseline-s43.log,8,val,0.7682,0.62303,0.90391
PTB-XL-Baseline-s43.log,8,test,0.80601,0.61274,0.89502
PTB-XL-Baseline-s43.log,9,train,0.44186,,
PTB-XL-Baseline-s43.log,9,val,0.77795,0.62525,0.90414
PTB-XL-Baseline-s43.log,9,test,0.81798,0.61427,0.89531
PTB-XL-Baseline-s43.log,10,train,0.39905,,
PTB-XL-Baseline-s43.log,10,val,0.78912,0.62512,0.90423
PTB-XL-Baseline-s43.log,10,test,0.83091,0.61493,0.89541
PTB-XL-Baseline-s43.log,11,train,0.35264,,
PTB-XL-Baseline-s43.log,11,val,0.80075,0.62672,0.90432
PTB-XL-Baseline-s43.log,11,test,0.84536,0.61603,0.89532
PTB-XL-Baseline-s43.log,12,train,0.31562,,
PTB-XL-Baseline-s43.log,12,val,0.81752,0.62705,0.90414
PTB-XL-Baseline-s43.log,12,test,0.86424,0.61631,0.8952
PTB-XL-Baseline-s43.log,13,train,0.27967,,
PTB-XL-Baseline-s43.log,13,val,0.83591,0.62882,0.90394
PTB-XL-Baseline-s43.log,13,test,0.88532,0.61604,0.89482
PTB-XL-Baseline-s43.log,14,train,0.245,,
PTB-XL-Baseline-s43.log,14,val,0.85771,0.62919,0.90356
PTB-XL-Baseline-s43.log,14,test,0.90945,0.616,0.89436
PTB-XL-Baseline-s43.log,15,train,0.22355,,
PTB-XL-Baseline-s43.log,15,val,0.87624,0.63029,0.90322
PTB-XL-Baseline-s43.log,15,test,0.92979,0.61667,0.89398
PTB-XL-Baseline-s43.log,16,train,0.19861,,
PTB-XL-Baseline-s43.log,16,val,0.8968,0.63014,0.9029
PTB-XL-Baseline-s43.log,16,test,0.95274,0.61738,0.8936
PTB-XL-Baseline-s43.log,17,train,0.18055,,
PTB-XL-Baseline-s43.log,17,val,0.91712,0.63168,0.90251
PTB-XL-Baseline-s43.log,17,test,0.97434,0.61691,0.89322
PTB-XL-Baseline-s43.log,18,train,0.16414,,
PTB-XL-Baseline-s43.log,18,val,0.94129,0.63084,0.90202
PTB-XL-Baseline-s43.log,18,test,1.00018,0.61551,0.89275
PTB-XL-Baseline-s43.log,19,train,0.15061,,
PTB-XL-Baseline-s43.log,19,val,0.96346,0.63096,0.90159
PTB-XL-Baseline-s43.log,19,test,1.02384,0.61556,0.89238
PTB-XL-Baseline-s43.log,20,train,0.1351,,
PTB-XL-Baseline-s43.log,20,val,0.98748,0.63036,0.90107
PTB-XL-Baseline-s43.log,20,test,1.04951,0.61456,0.8919
PTB-XL-Baseline-s43.log,21,train,0.12743,,
PTB-XL-Baseline-s43.log,21,val,1.01233,0.62995,0.90073
PTB-XL-Baseline-s43.log,21,test,1.07713,0.61425,0.89149
PTB-XL-Baseline-s43.log,22,train,0.12012,,
PTB-XL-Baseline-s43.log,22,val,1.03486,0.62878,0.90032
PTB-XL-Baseline-s43.log,22,test,1.10152,0.61382,0.89104
PTB-XL-Baseline-s43.log,23,train,0.11118,,
PTB-XL-Baseline-s43.log,23,val,1.05905,0.62874,0.90001
PTB-XL-Baseline-s43.log,23,test,1.12848,0.61424,0.89067
PTB-XL-Baseline-s43.log,24,train,0.10691,,
PTB-XL-Baseline-s43.log,24,val,1.0813,0.62798,0.89978
PTB-XL-Baseline-s43.log,24,test,1.15316,0.61421,0.89028
PTB-XL-Baseline-s43.log,25,train,0.09962,,
PTB-XL-Baseline-s43.log,25,val,1.10371,0.62819,0.89956
PTB-XL-Baseline-s43.log,25,test,1.17766,0.61391,0.88998
PTB-XL-Baseline-s43.log,26,train,0.0939,,
PTB-XL-Baseline-s43.log,26,val,1.12451,0.62799,0.89935
PTB-XL-Baseline-s43.log,26,test,1.20105,0.61232,0.88964
PTB-XL-Baseline-s43.log,27,train,0.09046,,
PTB-XL-Baseline-s43.log,27,val,1.1467,0.62826,0.89903
PTB-XL-Baseline-s43.log,27,test,1.22572,0.61228,0.88921
PTB-XL-Baseline-s43.log,27,val,0.91706,0.63168,0.90251
PTB-XL-Baseline-s43.log,27,test,0.9743,0.61691,0.89322
PTB-XL-Baseline-s43.log,1,train,0.89364,,
PTB-XL-Baseline-s43.log,1,val,0.79403,0.55735,0.88486
PTB-XL-Baseline-s43.log,1,test,0.81025,0.55566,0.88031
PTB-XL-Baseline-s43.log,2,train,0.7515,,
PTB-XL-Baseline-s43.log,2,val,0.77067,0.58735,0.89188
PTB-XL-Baseline-s43.log,2,test,0.79438,0.57803,0.88592
PTB-XL-Baseline-s43.log,3,train,0.69855,,
PTB-XL-Baseline-s43.log,3,val,0.76326,0.59692,0.89597
PTB-XL-Baseline-s43.log,3,test,0.78578,0.59055,0.89093
PTB-XL-Baseline-s43.log,4,train,0.65577,,
PTB-XL-Baseline-s43.log,4,val,0.75703,0.61161,0.89873
PTB-XL-Baseline-s43.log,4,test,0.78288,0.60278,0.89333
PTB-XL-Baseline-s43.log,5,train,0.61315,,
PTB-XL-Baseline-s43.log,5,val,0.75059,0.62121,0.90091
PTB-XL-Baseline-s43.log,5,test,0.77731,0.61174,0.89546
PTB-XL-Baseline-s43.log,6,train,0.57027,,
PTB-XL-Baseline-s43.log,6,val,0.75172,0.62303,0.90215
PTB-XL-Baseline-s43.log,6,test,0.7787,0.61382,0.89671
PTB-XL-Baseline-s43.log,7,train,0.52448,,
PTB-XL-Baseline-s43.log,7,val,0.75582,0.62528,0.90318
PTB-XL-Baseline-s43.log,7,test,0.78521,0.61543,0.89744
PTB-XL-Baseline-s43.log,8,train,0.47875,,
PTB-XL-Baseline-s43.log,8,val,0.76312,0.6261,0.90371
PTB-XL-Baseline-s43.log,8,test,0.7942,0.61562,0.8979
PTB-XL-Baseline-s43.log,9,train,0.43302,,
PTB-XL-Baseline-s43.log,9,val,0.77428,0.62945,0.90405
PTB-XL-Baseline-s43.log,9,test,0.80793,0.61756,0.89793
PTB-XL-Baseline-s43.log,10,train,0.38756,,
PTB-XL-Baseline-s43.log,10,val,0.78733,0.63005,0.90426
PTB-XL-Baseline-s43.log,10,test,0.82229,0.6173,0.89801
PTB-XL-Baseline-s43.log,11,train,0.34348,,
PTB-XL-Baseline-s43.log,11,val,0.80025,0.63212,0.90439
PTB-XL-Baseline-s43.log,11,test,0.83739,0.61828,0.89801
PTB-XL-Baseline-s43.log,12,train,0.30614,,
PTB-XL-Baseline-s43.log,12,val,0.81594,0.63188,0.90439
PTB-XL-Baseline-s43.log,12,test,0.85582,0.61724,0.89769
PTB-XL-Baseline-s43.log,13,train,0.27176,,
PTB-XL-Baseline-s43.log,13,val,0.83603,0.63202,0.90431
PTB-XL-Baseline-s43.log,13,test,0.87865,0.61761,0.89739
PTB-XL-Baseline-s43.log,14,train,0.23839,,
PTB-XL-Baseline-s43.log,14,val,0.85667,0.63211,0.90417
PTB-XL-Baseline-s43.log,14,test,0.90222,0.61744,0.89707
PTB-XL-Baseline-s43.log,15,train,0.21038,,
PTB-XL-Baseline-s43.log,15,val,0.87794,0.63328,0.90395
PTB-XL-Baseline-s43.log,15,test,0.92648,0.61662,0.89667
PTB-XL-Baseline-s43.log,16,train,0.19112,,
PTB-XL-Baseline-s43.log,16,val,0.90023,0.6325,0.90363
PTB-XL-Baseline-s43.log,16,test,0.95161,0.61654,0.89613
PTB-XL-Baseline-s43.log,17,train,0.17039,,
PTB-XL-Baseline-s43.log,17,val,0.92304,0.63183,0.9033
PTB-XL-Baseline-s43.log,17,test,0.97721,0.61531,0.89567
PTB-XL-Baseline-s43.log,18,train,0.15591,,
PTB-XL-Baseline-s43.log,18,val,0.94753,0.63192,0.90302
PTB-XL-Baseline-s43.log,18,test,1.0043,0.6152,0.89526
PTB-XL-Baseline-s43.log,19,train,0.14454,,
PTB-XL-Baseline-s43.log,19,val,0.97141,0.63157,0.90275
PTB-XL-Baseline-s43.log,19,test,1.03066,0.61494,0.89491
PTB-XL-Baseline-s43.log,20,train,0.13281,,
PTB-XL-Baseline-s43.log,20,val,0.99648,0.63082,0.90228
PTB-XL-Baseline-s43.log,20,test,1.05742,0.61374,0.89447
PTB-XL-Baseline-s43.log,21,train,0.12214,,
PTB-XL-Baseline-s43.log,21,val,1.02039,0.63044,0.90193
PTB-XL-Baseline-s43.log,21,test,1.08236,0.61419,0.89411
PTB-XL-Baseline-s43.log,22,train,0.11368,,
PTB-XL-Baseline-s43.log,22,val,1.04358,0.62976,0.9017
PTB-XL-Baseline-s43.log,22,test,1.10811,0.61394,0.8938
PTB-XL-Baseline-s43.log,23,train,0.10663,,
PTB-XL-Baseline-s43.log,23,val,1.06687,0.62926,0.90137
PTB-XL-Baseline-s43.log,23,test,1.13311,0.61382,0.8935
PTB-XL-Baseline-s43.log,24,train,0.10125,,
PTB-XL-Baseline-s43.log,24,val,1.09034,0.62825,0.90102
PTB-XL-Baseline-s43.log,24,test,1.15918,0.61275,0.8931
PTB-XL-Baseline-s43.log,25,train,0.0936,,
PTB-XL-Baseline-s43.log,25,val,1.11389,0.62786,0.90071
PTB-XL-Baseline-s43.log,25,test,1.1845,0.61295,0.89274
PTB-XL-Baseline-s43.log,25,val,0.87793,0.63328,0.90395
PTB-XL-Baseline-s43.log,25,test,0.92646,0.61662,0.89667
PTB-XL-Baseline-s44.log,1,train,0.89801,,
PTB-XL-Baseline-s44.log,1,val,0.8316,0.58731,0.88282
PTB-XL-Baseline-s44.log,1,test,0.85581,0.57794,0.87639
PTB-XL-Baseline-s44.log,2,train,0.75533,,
PTB-XL-Baseline-s44.log,2,val,0.78728,0.59994,0.89139
PTB-XL-Baseline-s44.log,2,test,0.81352,0.58528,0.88549
PTB-XL-Baseline-s44.log,3,train,0.70251,,
PTB-XL-Baseline-s44.log,3,val,0.77558,0.61656,0.89473
PTB-XL-Baseline-s44.log,3,test,0.80149,0.60337,0.88938
PTB-XL-Baseline-s44.log,4,train,0.6584,,
PTB-XL-Baseline-s44.log,4,val,0.76854,0.62473,0.89719
PTB-XL-Baseline-s44.log,4,test,0.79508,0.61123,0.89178
PTB-XL-Baseline-s44.log,5,train,0.61606,,
PTB-XL-Baseline-s44.log,5,val,0.76243,0.62681,0.89917
PTB-XL-Baseline-s44.log,5,test,0.78971,0.61505,0.89355
PTB-XL-Baseline-s44.log,6,train,0.56944,,
