log,epoch,split,loss,f1,auroc
PTB-XL-FFT-s44.log,19,test,1.02607,0.61828,0.89472
PTB-XL-FFT-s44.log,20,train,0.12836,,
PTB-XL-FFT-s44.log,20,val,0.98998,0.6371,0.90282
PTB-XL-FFT-s44.log,20,test,1.04916,0.61791,0.89437
PTB-XL-FFT-s44.log,21,train,0.12156,,
PTB-XL-FFT-s44.log,21,val,1.01299,0.63707,0.90238
PTB-XL-FFT-s44.log,21,test,1.07414,0.61756,0.89396
PTB-XL-FFT-s44.log,22,train,0.11315,,
PTB-XL-FFT-s44.log,22,val,1.03653,0.63691,0.90192
PTB-XL-FFT-s44.log,22,test,1.09846,0.61805,0.89352
PTB-XL-FFT-s44.log,23,train,0.10505,,
PTB-XL-FFT-s44.log,23,val,1.05969,0.63572,0.90151
PTB-XL-FFT-s44.log,23,test,1.12371,0.61748,0.89308
PTB-XL-FFT-s44.log,24,train,0.10031,,
PTB-XL-FFT-s44.log,24,val,1.08248,0.63582,0.90106
PTB-XL-FFT-s44.log,24,test,1.14812,0.61638,0.89265
PTB-XL-FFT-s44.log,25,train,0.09374,,
PTB-XL-FFT-s44.log,25,val,1.1069,0.63483,0.90063
PTB-XL-FFT-s44.log,25,test,1.17461,0.61509,0.89219
PTB-XL-FFT-s44.log,26,train,0.0884,,
PTB-XL-FFT-s44.log,26,val,1.12885,0.63526,0.90015
PTB-XL-FFT-s44.log,26,test,1.19783,0.61458,0.89178
PTB-XL-FFT-s44.log,27,train,0.08716,,
PTB-XL-FFT-s44.log,27,val,1.15005,0.63498,0.89978
PTB-XL-FFT-s44.log,27,test,1.22127,0.61432,0.89143
PTB-XL-FFT-s44.log,28,train,0.08157,,
PTB-XL-FFT-s44.log,28,val,1.17222,0.63412,0.89947
PTB-XL-FFT-s44.log,28,test,1.24532,0.61444,0.89114
PTB-XL-FFT-s44.log,28,val,0.94678,0.63752,0.90361
PTB-XL-FFT-s44.log,28,test,1.00235,0.61823,0.89521
PTB-XL-FFT.log,1,train,0.89016,,
PTB-XL-FFT.log,1,val,0.79313,0.57272,0.88522
PTB-XL-FFT.log,1,test,0.81617,0.55975,0.87603
PTB-XL-FFT.log,2,train,0.75264,,
PTB-XL-FFT.log,2,val,0.77015,0.59893,0.89345
PTB-XL-FFT.log,2,test,0.79599,0.57893,0.88454
PTB-XL-FFT.log,3,train,0.69598,,
PTB-XL-FFT.log,3,val,0.7539,0.6035,0.8979
PTB-XL-FFT.log,3,test,0.78326,0.58385,0.88915
PTB-XL-FFT.log,4,train,0.64565,,
PTB-XL-FFT.log,4,val,0.74963,0.61049,0.9006
PTB-XL-FFT.log,4,test,0.77937,0.59278,0.89225
PTB-XL-FFT.log,5,train,0.60176,,
PTB-XL-FFT.log,5,val,0.7483,0.61997,0.90239
PTB-XL-FFT.log,5,test,0.77891,0.60283,0.89408
PTB-XL-FFT.log,6,train,0.55471,,
PTB-XL-FFT.log,6,val,0.7525,0.62391,0.90351
PTB-XL-FFT.log,6,test,0.78422,0.6063,0.89569
PTB-XL-FFT.log,7,train,0.50992,,
PTB-XL-FFT.log,7,val,0.7569,0.62825,0.90458
PTB-XL-FFT.log,7,test,0.79017,0.61171,0.89668
PTB-XL-FFT.log,8,train,0.46142,,
PTB-XL-FFT.log,8,val,0.76518,0.62955,0.90548
PTB-XL-FFT.log,8,test,0.80135,0.61475,0.89725
PTB-XL-FFT.log,9,train,0.41684,,
PTB-XL-FFT.log,9,val,0.77641,0.63203,0.90581
PTB-XL-FFT.log,9,test,0.81483,0.61702,0.89741
PTB-XL-FFT.log,10,train,0.37569,,
PTB-XL-FFT.log,10,val,0.78892,0.63403,0.90607
PTB-XL-FFT.log,10,test,0.82917,0.6181,0.89765
PTB-XL-FFT.log,11,train,0.33165,,
PTB-XL-FFT.log,11,val,0.80296,0.63404,0.90605
PTB-XL-FFT.log,11,test,0.84478,0.61831,0.89761
PTB-XL-FFT.log,12,train,0.29431,,
PTB-XL-FFT.log,12,val,0.82015,0.63536,0.90591
PTB-XL-FFT.log,12,test,0.86366,0.61927,0.89758
PTB-XL-FFT.log,13,train,0.26191,,
PTB-XL-FFT.log,13,val,0.83807,0.6361,0.90573
PTB-XL-FFT.log,13,test,0.88368,0.61906,0.89735
PTB-XL-FFT.log,14,train,0.23407,,
PTB-XL-FFT.log,14,val,0.85735,0.637,0.9054
PTB-XL-FFT.log,14,test,0.90498,0.61905,0.89692
PTB-XL-FFT.log,15,train,0.20761,,
PTB-XL-FFT.log,15,val,0.87918,0.63612,0.90504
PTB-XL-FFT.log,15,test,0.9287,0.61923,0.8965
PTB-XL-FFT.log,16,train,0.18855,,
PTB-XL-FFT.log,16,val,0.90079,0.63645,0.90459
PTB-XL-FFT.log,16,test,0.95212,0.62013,0.89604
PTB-XL-FFT.log,17,train,0.16859,,
PTB-XL-FFT.log,17,val,0.92308,0.63689,0.90401
PTB-XL-FFT.log,17,test,0.97567,0.61918,0.89564
PTB-XL-FFT.log,18,train,0.15403,,
PTB-XL-FFT.log,18,val,0.94692,0.63752,0.90361
PTB-XL-FFT.log,18,test,1.00235,0.61823,0.89521
PTB-XL-FrequencyOnly.log,1,train,1.11711,,
PTB-XL-FrequencyOnly.log,1,val,1.05013,0.41305,0.81399
PTB-XL-FrequencyOnly.log,1,test,1.05859,0.41078,0.80983
PTB-XL-FrequencyOnly.log,2,train,1.01164,,
PTB-XL-FrequencyOnly.log,2,val,0.99369,0.46417,0.82775
PTB-XL-FrequencyOnly.log,2,test,0.9966,0.44858,0.82801
PTB-XL-FrequencyOnly.log,3,train,0.96362,,
PTB-XL-FrequencyOnly.log,3,val,0.97356,0.47411,0.83433
PTB-XL-FrequencyOnly.log,3,test,0.97747,0.46483,0.83449
PTB-XL-FrequencyOnly.log,4,train,0.93251,,
PTB-XL-FrequencyOnly.log,4,val,0.96181,0.487,0.83892
PTB-XL-FrequencyOnly.log,4,test,0.96648,0.47724,0.83921
PTB-XL-FrequencyOnly.log,5,train,0.90445,,
PTB-XL-FrequencyOnly.log,5,val,0.95121,0.4935,0.84195
PTB-XL-FrequencyOnly.log,5,test,0.95615,0.48431,0.84183
PTB-XL-FrequencyOnly.log,6,train,0.87975,,
PTB-XL-FrequencyOnly.log,6,val,0.94448,0.49706,0.8445
PTB-XL-FrequencyOnly.log,6,test,0.95119,0.48859,0.8441
PTB-XL-FrequencyOnly.log,7,train,0.86028,,
PTB-XL-FrequencyOnly.log,7,val,0.93936,0.49808,0.8465
PTB-XL-FrequencyOnly.log,7,test,0.94694,0.48823,0.84584
PTB-XL-FrequencyOnly.log,8,train,0.84288,,
PTB-XL-FrequencyOnly.log,8,val,0.93191,0.50485,0.84815
PTB-XL-FrequencyOnly.log,8,test,0.9409,0.49505,0.84722
PTB-XL-FrequencyOnly.log,9,train,0.82279,,
PTB-XL-FrequencyOnly.log,9,val,0.92819,0.50906,0.84949
PTB-XL-FrequencyOnly.log,9,test,0.93832,0.49509,0.84829
PTB-XL-FrequencyOnly.log,10,train,0.80708,,
PTB-XL-FrequencyOnly.log,10,val,0.92483,0.51112,0.85036
PTB-XL-FrequencyOnly.log,10,test,0.9361,0.49834,0.84881
PTB-XL-FrequencyOnly.log,11,train,0.79265,,
PTB-XL-FrequencyOnly.log,11,val,0.92008,0.51438,0.85169
PTB-XL-FrequencyOnly.log,11,test,0.93352,0.50034,0.84932
PTB-XL-FrequencyOnly.log,12,train,0.77644,,
PTB-XL-FrequencyOnly.log,12,val,0.91791,0.51614,0.85237
PTB-XL-FrequencyOnly.log,12,test,0.93228,0.50191,0.84978
PTB-XL-FrequencyOnly.log,13,train,0.76438,,
PTB-XL-FrequencyOnly.log,13,val,0.91607,0.51719,0.85311
PTB-XL-FrequencyOnly.log,13,test,0.93082,0.50303,0.85043
PTB-XL-FrequencyOnly.log,14,train,0.75079,,
PTB-XL-FrequencyOnly.log,14,val,0.91445,0.51752,0.8536
PTB-XL-FrequencyOnly.log,14,test,0.92983,0.50374,0.85063
PTB-XL-FrequencyOnly.log,15,train,0.74277,,
PTB-XL-FrequencyOnly.log,15,val,0.91215,0.51841,0.85409
PTB-XL-FrequencyOnly.log,15,test,0.92838,0.50514,0.8509
PTB-XL-FrequencyOnly.log,16,train,0.7307,,
PTB-XL-FrequencyOnly.log,16,val,0.91039,0.52048,0.85445
PTB-XL-FrequencyOnly.log,16,test,0.92702,0.50598,0.851
PTB-XL-FrequencyOnly.log,17,train,0.71759,,
PTB-XL-FrequencyOnly.log,17,val,0.91018,0.5221,0.85469
PTB-XL-FrequencyOnly.log,17,test,0.92784,0.50684,0.85098
PTB-XL-FrequencyOnly.log,18,train,0.70597,,
PTB-XL-FrequencyOnly.log,18,val,0.91025,0.52322,0.85504
PTB-XL-FrequencyOnly.log,18,test,0.9291,0.50689,0.85097
PTB-XL-FrequencyOnly.log,19,train,0.69465,,
PTB-XL-FrequencyOnly.log,19,val,0.91002,0.52375,0.85517
PTB-XL-FrequencyOnly.log,19,test,0.92949,0.50676,0.85101
PTB-XL-FrequencyOnly.log,20,train,0.68925,,
PTB-XL-FrequencyOnly.log,20,val,0.91,0.52529,0.8554
PTB-XL-FrequencyOnly.log,20,test,0.93016,0.50835,0.85105
PTB-XL-FrequencyOnly.log,21,train,0.67834,,
PTB-XL-FrequencyOnly.log,21,val,0.91061,0.52539,0.85558
PTB-XL-FrequencyOnly.log,21,test,0.93179,0.50754,0.85108
PTB-XL-FrequencyOnly.log,22,train,0.67003,,
PTB-XL-FrequencyOnly.log,22,val,0.91011,0.52499,0.85559
PTB-XL-FrequencyOnly.log,22,test,0.93184,0.50768,0.85086
PTB-XL-FrequencyOnly.log,23,train,0.66268,,
PTB-XL-FrequencyOnly.log,23,val,0.90999,0.52736,0.85555
PTB-XL-FrequencyOnly.log,23,test,0.93213,0.50756,0.85069
PTB-XL-FrequencyOnly.log,24,train,0.65329,,
PTB-XL-FrequencyOnly.log,24,val,0.90983,0.52791,0.85555
PTB-XL-FrequencyOnly.log,24,test,0.93209,0.50791,0.8505
PTB-XL-FrequencyOnly.log,25,train,0.64401,,
PTB-XL-FrequencyOnly.log,25,val,0.90993,0.52954,0.85559
PTB-XL-FrequencyOnly.log,25,test,0.93283,0.50881,0.85038
PTB-XL-FrequencyOnly.log,26,train,0.63745,,
PTB-XL-FrequencyOnly.log,26,val,0.91091,0.52978,0.85545
PTB-XL-FrequencyOnly.log,26,test,0.93412,0.50898,0.85021
PTB-XL-FrequencyOnly.log,27,train,0.62914,,
PTB-XL-FrequencyOnly.log,27,val,0.91135,0.53106,0.85556
PTB-XL-FrequencyOnly.log,27,test,0.9351,0.50902,0.85019
PTB-XL-FrequencyOnly.log,28,train,0.62155,,
PTB-XL-FrequencyOnly.log,28,val,0.91234,0.53114,0.85536
PTB-XL-FrequencyOnly.log,28,test,0.93639,0.50986,0.84998
PTB-XL-FrequencyOnly.log,29,train,0.61684,,
PTB-XL-FrequencyOnly.log,29,val,0.913,0.53279,0.85535
PTB-XL-FrequencyOnly.log,29,test,0.93742,0.5114,0.84985
PTB-XL-FrequencyOnly.log,30,train,0.60884,,
PTB-XL-FrequencyOnly.log,30,val,0.9141,0.5324,0.85535
PTB-XL-FrequencyOnly.log,30,test,0.93904,0.51207,0.84976
PTB-XL-FrequencyOnly.log,31,train,0.60438,,
PTB-XL-FrequencyOnly.log,31,val,0.9157,0.53378,0.85528
PTB-XL-FrequencyOnly.log,31,test,0.94117,0.5129,0.84959
PTB-XL-FrequencyOnly.log,32,train,0.59692,,
PTB-XL-FrequencyOnly.log,32,val,0.91647,0.53377,0.85512
PTB-XL-FrequencyOnly.log,32,test,0.94221,0.51376,0.84933
PTB-XL-FrequencyOnly.log,33,train,0.59038,,
PTB-XL-FrequencyOnly.log,33,val,0.91766,0.53428,0.85504
PTB-XL-FrequencyOnly.log,33,test,0.94379,0.51465,0.84918
PTB-XL-FrequencyOnly.log,34,train,0.58406,,
PTB-XL-FrequencyOnly.log,34,val,0.91911,0.53446,0.8549
PTB-XL-FrequencyOnly.log,34,test,0.94534,0.51451,0.84905
PTB-XL-FrequencyOnly.log,35,train,0.58021,,
PTB-XL-FrequencyOnly.log,35,val,0.91976,0.53508,0.85479
PTB-XL-FrequencyOnly.log,35,test,0.94657,0.51469,0.84882
PTB-XL-FrequencyOnly.log,36,train,0.5733,,
PTB-XL-FrequencyOnly.log,36,val,0.92153,0.53567,0.85461
PTB-XL-FrequencyOnly.log,36,test,0.9484,0.51518,0.84865
PTB-XL-FrequencyOnly.log,37,train,0.56646,,
PTB-XL-FrequencyOnly.log,37,val,0.92293,0.53649,0.85446
PTB-XL-FrequencyOnly.log,37,test,0.94991,0.51503,0.84848
PTB-XL-FrequencyOnly.log,38,train,0.56059,,
PTB-XL-FrequencyOnly.log,38,val,0.92453,0.53643,0.85426
PTB-XL-FrequencyOnly.log,38,test,0.95171,0.51543,0.84829
PTB-XL-FrequencyOnly.log,39,train,0.55673,,
PTB-XL-FrequencyOnly.log,39,val,0.92619,0.5359,0.8541
PTB-XL-FrequencyOnly.log,39,test,0.9533,0.51606,0.84816
PTB-XL-FrequencyOnly.log,40,train,0.55331,,
PTB-XL-FrequencyOnly.log,40,val,0.92779,0.53603,0.85387
PTB-XL-FrequencyOnly.log,40,test,0.9551,0.51574,0.84791
PTB-XL-FrequencyOnly.log,41,train,0.54763,,
PTB-XL-FrequencyOnly.log,41,val,0.92957,0.53648,0.8537
PTB-XL-FrequencyOnly.log,41,test,0.9567,0.51636,0.84771
PTB-XL-FrequencyOnly.log,42,train,0.54434,,
PTB-XL-FrequencyOnly.log,42,val,0.93096,0.5355,0.85359
PTB-XL-FrequencyOnly.log,42,test,0.95842,0.51688,0.84757
PTB-XL-FrequencyOnly.log,43,train,0.53606,,
PTB-XL-FrequencyOnly.log,43,val,0.93251,0.53622,0.85342
PTB-XL-FrequencyOnly.log,43,test,0.96023,0.51751,0.84731
PTB-XL-FrequencyOnly.log,44,train,0.53427,,
PTB-XL-FrequencyOnly.log,44,val,0.93425,0.53657,0.85322
PTB-XL-FrequencyOnly.log,44,test,0.96236,0.51847,0.84707
PTB-XL-FrequencyOnly.log,45,train,0.52842,,
PTB-XL-FrequencyOnly.log,45,val,0.93624,0.53673,0.85312
PTB-XL-FrequencyOnly.log,45,test,0.96467,0.51848,0.84689
PTB-XL-FrequencyOnly.log,46,train,0.52578,,
PTB-XL-FrequencyOnly.log,46,val,0.93761,0.53745,0.85293
PTB-XL-FrequencyOnly.log,46,test,0.96633,0.51821,0.84667
PTB-XL-FrequencyOnly.log,47,train,0.51861,,
PTB-XL-FrequencyOnly.log,47,val,0.93929,0.53733,0.85275
PTB-XL-FrequencyOnly.log,47,test,0.96793,0.51892,0.84647
PTB-XL-FrequencyOnly.log,48,train,0.51688,,
PTB-XL-FrequencyOnly.log,48,val,0.94106,0.53772,0.85251
PTB-XL-FrequencyOnly.log,48,test,0.9698,0.5187,0.84624
PTB-XL-FrequencyOnly.log,49,train,0.51218,,
PTB-XL-FrequencyOnly.log,49,val,0.94257,0.53727,0.85233
PTB-XL-FrequencyOnly.log,49,test,0.97163,0.51867,0.84602
PTB-XL-FrequencyOnly.log,50,train,0.50909,,
PTB-XL-FrequencyOnly.log,50,val,0.94404,0.53747,0.85216
PTB-XL-FrequencyOnly.log,50,test,0.97331,0.51832,0.84584
PTB-XL-FrequencyOnly.log,51,train,0.50596,,
PTB-XL-FrequencyOnly.log,51,val,0.94615,0.53716,0.85201
PTB-XL-FrequencyOnly.log,51,test,0.97566,0.51872,0.84568
PTB-XL-FrequencyOnly.log,52,train,0.49936,,
PTB-XL-FrequencyOnly.log,52,val,0.94808,0.53744,0.85189
PTB-XL-FrequencyOnly.log,52,test,0.97777,0.51885,0.84553
PTB-XL-FrequencyOnly.log,53,train,0.49934,,
PTB-XL-FrequencyOnly.log,53,val,0.94977,0.53814,0.85166
PTB-XL-FrequencyOnly.log,53,test,0.97968,0.51892,0.84529
PTB-XL-FrequencyOnly.log,54,train,0.49446,,
PTB-XL-FrequencyOnly.log,54,val,0.95181,0.53802,0.85144
PTB-XL-FrequencyOnly.log,54,test,0.98152,0.51839,0.84512
PTB-XL-FrequencyOnly.log,55,train,0.49106,,
PTB-XL-FrequencyOnly.log,55,val,0.95377,0.53762,0.85116
PTB-XL-FrequencyOnly.log,55,test,0.98359,0.51887,0.84483
PTB-XL-FrequencyOnly.log,56,train,0.48801,,
PTB-XL-FrequencyOnly.log,56,val,0.95555,0.5373,0.85099
PTB-XL-FrequencyOnly.log,56,test,0.98562,0.51897,0.84465
PTB-XL-FrequencyOnly.log,57,train,0.48403,,
PTB-XL-FrequencyOnly.log,57,val,0.95751,0.53782,0.85079
PTB-XL-FrequencyOnly.log,57,test,0.98759,0.5192,0.84441
PTB-XL-FrequencyOnly.log,58,train,0.47967,,
PTB-XL-FrequencyOnly.log,58,val,0.95905,0.53784,0.85058
PTB-XL-FrequencyOnly.log,58,test,0.98928,0.51862,0.84422
PTB-XL-FrequencyOnly.log,59,train,0.47721,,
PTB-XL-FrequencyOnly.log,59,val,0.96118,0.53725,0.85034
PTB-XL-FrequencyOnly.log,59,test,0.99138,0.51862,0.844
PTB-XL-FrequencyOnly.log,60,train,0.47367,,
PTB-XL-FrequencyOnly.log,60,val,0.96263,0.53754,0.85018
PTB-XL-FrequencyOnly.log,60,test,0.99292,0.51883,0.84385
PTB-XL-FrequencyOnly.log,61,train,0.46927,,
PTB-XL-FrequencyOnly.log,61,val,0.96459,0.53717,0.84998
PTB-XL-FrequencyOnly.log,61,test,0.99491,0.5183,0.84368
PTB-XL-FrequencyOnly.log,62,train,0.46826,,
PTB-XL-FrequencyOnly.log,62,val,0.96646,0.53687,0.84986
PTB-XL-FrequencyOnly.log,62,test,0.99681,0.51856,0.84357
PTB-XL-FrequencyOnly.log,63,train,0.46176,,
PTB-XL-FrequencyOnly.log,63,val,0.96836,0.53704,0.84966
PTB-XL-FrequencyOnly.log,63,test,0.99872,0.51836,0.84339
PTB-XL-FrequencyOnly.log,63,val,0.94995,0.53814,0.85166
PTB-XL-FrequencyOnly.log,63,test,0.97967,0.51892,0.84529
PTB-XL-Gate.log,1,train,0.87606,,
PTB-XL-Gate.log,1,val,0.89396,0.54229,0.87978
PTB-XL-Gate.log,1,test,0.91594,0.54511,0.87389
PTB-XL-Gate.log,2,train,0.74036,,
PTB-XL-Gate.log,2,val,0.79491,0.58632,0.89188
PTB-XL-Gate.log,2,test,0.82036,0.57583,0.88555
PTB-XL-Gate.log,3,train,0.68732,,
PTB-XL-Gate.log,3,val,0.78054,0.60373,0.89617
PTB-XL-Gate.log,3,test,0.80586,0.59784,0.88987
PTB-XL-Gate.log,4,train,0.64147,,
PTB-XL-Gate.log,4,val,0.76895,0.61321,0.89921
PTB-XL-Gate.log,4,test,0.7948,0.60813,0.89336
PTB-XL-Gate.log,5,train,0.59446,,
PTB-XL-Gate.log,5,val,0.76337,0.61261,0.90116
PTB-XL-Gate.log,5,test,0.79108,0.60829,0.89492
PTB-XL-Gate.log,6,train,0.54952,,
PTB-XL-Gate.log,6,val,0.76675,0.61531,0.90231
PTB-XL-Gate.log,6,test,0.7961,0.61172,0.89618
PTB-XL-Gate.log,7,train,0.5024,,
PTB-XL-Gate.log,7,val,0.7715,0.6173,0.9031
PTB-XL-Gate.log,7,test,0.80274,0.61276,0.89677
PTB-XL-Gate.log,8,train,0.45666,,
PTB-XL-Gate.log,8,val,0.78067,0.62037,0.90359
PTB-XL-Gate.log,8,test,0.81495,0.6132,0.89701
PTB-XL-Gate.log,9,train,0.40896,,
PTB-XL-Gate.log,9,val,0.79078,0.6227,0.90397
PTB-XL-Gate.log,9,test,0.82803,0.61398,0.89729
PTB-XL-Gate.log,10,train,0.36466,,
PTB-XL-Gate.log,10,val,0.80406,0.62294,0.90404
PTB-XL-Gate.log,10,test,0.84399,0.6148,0.89713
PTB-XL-Gate.log,11,train,0.3282,,
PTB-XL-Gate.log,11,val,0.81602,0.62478,0.90415
PTB-XL-Gate.log,11,test,0.85895,0.61535,0.89706
PTB-XL-Gate.log,12,train,0.28873,,
PTB-XL-Gate.log,12,val,0.83192,0.62648,0.90421
PTB-XL-Gate.log,12,test,0.87789,0.6155,0.89697
PTB-XL-Gate.log,13,train,0.2594,,
PTB-XL-Gate.log,13,val,0.85028,0.62712,0.90406
PTB-XL-Gate.log,13,test,0.89924,0.61597,0.89658
PTB-XL-Gate.log,14,train,0.22803,,
PTB-XL-Gate.log,14,val,0.87146,0.62819,0.90365
PTB-XL-Gate.log,14,test,0.92284,0.6163,0.89613
PTB-XL-Gate.log,15,train,0.20562,,
PTB-XL-Gate.log,15,val,0.89161,0.62905,0.90353
PTB-XL-Gate.log,15,test,0.94641,0.61698,0.89571
PTB-XL-Gate.log,16,train,0.18554,,
PTB-XL-Gate.log,16,val,0.9126,0.62847,0.90328
PTB-XL-Gate.log,16,test,0.96978,0.61714,0.89533
PTB-XL-Gate.log,17,train,0.16973,,
PTB-XL-Gate.log,17,val,0.93509,0.62816,0.90308
PTB-XL-Gate.log,17,test,0.99639,0.617,0.89481
PTB-XL-Gate.log,18,train,0.15543,,
PTB-XL-Gate.log,18,val,0.95896,0.62778,0.90272
PTB-XL-Gate.log,18,test,1.02311,0.61639,0.89427
PTB-XL-Gate.log,19,train,0.1445,,
PTB-XL-Gate.log,19,val,0.98081,0.6277,0.90248
PTB-XL-Gate.log,19,test,1.04811,0.61692,0.8938
PTB-XL-Gate.log,20,train,0.13194,,
PTB-XL-Gate.log,20,val,1.00437,0.62821,0.90202
PTB-XL-Gate.log,20,test,1.07496,0.61574,0.89312
PTB-XL-Gate.log,21,train,0.12178,,
PTB-XL-Gate.log,21,val,1.0288,0.62603,0.90169
PTB-XL-Gate.log,21,test,1.10255,0.61572,0.89259
PTB-XL-Gate.log,22,train,0.11843,,
PTB-XL-Gate.log,22,val,1.05177,0.62591,0.90143
PTB-XL-Gate.log,22,test,1.12853,0.6146,0.89217
PTB-XL-Gate.log,23,train,0.10841,,
PTB-XL-Gate.log,23,val,1.07556,0.62565,0.9011
PTB-XL-Gate.log,23,test,1.15526,0.61435,0.89165
PTB-XL-Gate.log,24,train,0.10281,,
PTB-XL-Gate.log,24,val,1.09704,0.62658,0.90074
PTB-XL-Gate.log,24,test,1.17931,0.61371,0.89118
PTB-XL-Gate.log,25,train,0.09689,,
PTB-XL-Gate.log,25,val,1.11745,0.62694,0.90046
PTB-XL-Gate.log,25,test,1.20231,0.61389,0.89081
PTB-XL-Wavelet-s42.log,1,train,0.89762,,
PTB-XL-Wavelet-s42.log,1,val,0.80322,0.5681,0.88467
PTB-XL-Wavelet-s42.log,1,test,0.82236,0.5611,0.8775
PTB-XL-Wavelet-s42.log,2,train,0.74974,,
PTB-XL-Wavelet-s42.log,2,val,0.78086,0.5891,0.89147
PTB-XL-Wavelet-s42.log,2,test,0.80273,0.57943,0.88527
PTB-XL-Wavelet-s42.log,3,train,0.68689,,
PTB-XL-Wavelet-s42.log,3,val,0.77464,0.59504,0.89499
PTB-XL-Wavelet-s42.log,3,test,0.79681,0.5903,0.889
PTB-XL-Wavelet-s42.log,4,train,0.62989,,
PTB-XL-Wavelet-s42.log,4,val,0.76563,0.60723,0.89818
PTB-XL-Wavelet-s42.log,4,test,0.78868,0.602,0.89175
PTB-XL-Wavelet-s42.log,5,train,0.57654,,
PTB-XL-Wavelet-s42.log,5,val,0.75918,0.61737,0.90007
PTB-XL-Wavelet-s42.log,5,test,0.7839,0.61085,0.89346
PTB-XL-Wavelet-s42.log,6,train,0.51999,,
PTB-XL-Wavelet-s42.log,6,val,0.76278,0.62064,0.90113
PTB-XL-Wavelet-s42.log,6,test,0.79007,0.61375,0.89433
PTB-XL-Wavelet-s42.log,7,train,0.46992,,
PTB-XL-Wavelet-s42.log,7,val,0.76824,0.62282,0.90186
PTB-XL-Wavelet-s42.log,7,test,0.79794,0.61505,0.89479
PTB-XL-Wavelet-s42.log,8,train,0.41403,,
PTB-XL-Wavelet-s42.log,8,val,0.77682,0.6243,0.90232
PTB-XL-Wavelet-s42.log,8,test,0.80842,0.61774,0.89513
PTB-XL-Wavelet-s42.log,9,train,0.36519,,
PTB-XL-Wavelet-s42.log,9,val,0.78821,0.62924,0.90247
PTB-XL-Wavelet-s42.log,9,test,0.82167,0.6201,0.89516
PTB-XL-Wavelet-s42.log,10,train,0.31767,,
PTB-XL-Wavelet-s42.log,10,val,0.80264,0.63041,0.90241
PTB-XL-Wavelet-s42.log,10,test,0.83837,0.61995,0.89489
PTB-XL-Wavelet-s42.log,11,train,0.27834,,
PTB-XL-Wavelet-s42.log,11,val,0.82044,0.63253,0.9023
PTB-XL-Wavelet-s42.log,11,test,0.8582,0.61914,0.8947
PTB-XL-Wavelet-s42.log,12,train,0.24199,,
PTB-XL-Wavelet-s42.log,12,val,0.84006,0.63508,0.90215
PTB-XL-Wavelet-s42.log,12,test,0.88063,0.61845,0.8943
PTB-XL-Wavelet-s42.log,13,train,0.21208,,
PTB-XL-Wavelet-s42.log,13,val,0.86272,0.635,0.90188
PTB-XL-Wavelet-s42.log,13,test,0.90578,0.61739,0.89386
PTB-XL-Wavelet-s42.log,14,train,0.18732,,
PTB-XL-Wavelet-s42.log,14,val,0.88515,0.6359,0.90151
PTB-XL-Wavelet-s42.log,14,test,0.92999,0.61652,0.89335
PTB-XL-Wavelet-s42.log,15,train,0.16395,,
PTB-XL-Wavelet-s42.log,15,val,0.90922,0.63645,0.9011
PTB-XL-Wavelet-s42.log,15,test,0.95614,0.6172,0.89277
PTB-XL-Wavelet-s42.log,16,train,0.1499,,
PTB-XL-Wavelet-s42.log,16,val,0.93321,0.63582,0.90061
PTB-XL-Wavelet-s42.log,16,test,0.98232,0.61686,0.89218
PTB-XL-Wavelet-s42.log,17,train,0.13364,,
PTB-XL-Wavelet-s42.log,17,val,0.95915,0.63571,0.90017
PTB-XL-Wavelet-s42.log,17,test,1.01008,0.61606,0.89166
PTB-XL-Wavelet-s42.log,18,train,0.12276,,
PTB-XL-Wavelet-s42.log,18,val,0.98336,0.63721,0.89986
PTB-XL-Wavelet-s42.log,18,test,1.03725,0.61409,0.89116
PTB-XL-Wavelet-s42.log,19,train,0.11228,,
PTB-XL-Wavelet-s42.log,19,val,1.00716,0.63635,0.89956
PTB-XL-Wavelet-s42.log,19,test,1.06392,0.61458,0.89071
PTB-XL-Wavelet-s42.log,20,train,0.1052,,
PTB-XL-Wavelet-s42.log,20,val,1.03207,0.63705,0.89925
PTB-XL-Wavelet-s42.log,20,test,1.09152,0.61426,0.89024
PTB-XL-Wavelet-s42.log,21,train,0.09785,,
PTB-XL-Wavelet-s42.log,21,val,1.05535,0.63692,0.89884
PTB-XL-Wavelet-s42.log,21,test,1.11646,0.61421,0.88985
PTB-XL-Wavelet-s42.log,22,train,0.09267,,
PTB-XL-Wavelet-s42.log,22,val,1.07761,0.63725,0.89858
PTB-XL-Wavelet-s42.log,22,test,1.14144,0.61397,0.88946
PTB-XL-Wavelet-s42.log,23,train,0.08579,,
PTB-XL-Wavelet-s42.log,23,val,1.10168,0.63681,0.89824
PTB-XL-Wavelet-s42.log,23,test,1.16747,0.61454,0.88904
PTB-XL-Wavelet-s42.log,24,train,0.08243,,
PTB-XL-Wavelet-s42.log,24,val,1.12494,0.63585,0.89801
PTB-XL-Wavelet-s42.log,24,test,1.19373,0.61438,0.88867
PTB-XL-Wavelet-s42.log,25,train,0.07841,,
PTB-XL-Wavelet-s42.log,25,val,1.14768,0.63657,0.89774
PTB-XL-Wavelet-s42.log,25,test,1.21841,0.61413,0.88837
PTB-XL-Wavelet-s42.log,26,train,0.0744,,
PTB-XL-Wavelet-s42.log,26,val,1.16921,0.63617,0.89756
